athlete_id,playing_level,first_test_date,last_test_date,n_sessions,body_weight_bin,relative_strength,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR
P-CEBE7821,High School,2022-01-24,2022-01-24,1,90-100 lbs,,27.49,3230.42,1831.29,40.5,3234.84,470.25,265.5,0.4,-28.63,5.77,12.42,5.81,0.88,1064.69,1056.57,131.82,23.97,1800.55,39.82,10.37,-2.01,,,,,,22009.8,21.52,2.32,121.12,,,,,38.0,45.0,24.5,28.5,21.8,23.3
P-AC06638A,High School,2022-01-24,2022-01-24,1,190-200 lbs,,29.49,5276.35,3996.38,44.14,5883.09,479.75,295.25,0.43,-36.64,1.24,2.87,-1.5,-3.72,1954.55,1976.55,47.98,31.9,4351.08,48.06,-3.97,-1.55,,,,,,41249.35,21.62,2.13,107.01,,,,,49.0,40.0,38.3,46.3,30.9,33.1
P-B72822BC,High School,2022-01-24,2022-01-24,1,210-220 lbs,2.65,31.09,4529.75,3978.89,39.84,5836.83,607.25,382.0,0.33,-50.91,-2.37,0.25,1.46,-3.53,2467.82,2471.43,167.5,26.75,3879.06,38.84,2.07,-2.85,3570.5,2597.88,1790.7,2270.3,2526.9,62045.78,26.05,2.16,126.12,,,,,71.0,65.0,43.3,40.9,42.3,57.4
P-38C99513,High School,2022-01-24,2022-01-24,1,170-180 lbs,4.56,44.47,4990.47,4809.89,60.61,8472.79,505.25,309.5,0.61,-46.18,14.83,8.99,6.12,5.93,2201.9,2364.75,61.02,35.36,4364.68,55.0,-1.94,-2.29,4320.9,3545.68,1123.9,1416.3,1874.3,29739.81,27.77,2.5,137.32,,,,,62.0,58.0,51.1,43.1,41.3,30.6
P-6292BED6,High School,2022-01-24,2022-01-24,1,150-160 lbs,3.6,36.43,5205.13,3677.63,51.89,6813.66,437.0,265.75,0.6,-32.74,3.84,-5.95,3.25,8.48,1766.34,1764.86,66.37,31.82,3507.43,49.49,5.08,9.03,3193.3,2502.13,1019.4,1111.0,1347.8,39191.65,36.81,2.99,200.13,,,,,76.0,58.0,46.6,51.3,44.4,58.8
P-FFE0D186,High School,2022-01-24,2022-01-24,1,190-200 lbs,3.47,47.34,4536.16,5266.74,60.32,6118.11,554.5,296.0,0.59,-43.33,-5.38,-10.59,-3.4,3.48,2240.09,2249.58,295.49,37.45,4883.47,55.93,-4.44,1.23,3825.1,2973.39,1542.7,1977.8,2342.1,45585.73,40.81,2.65,181.75,,,,,63.0,42.0,43.3,43.7,37.3,36.0
P-6CDED83B,High School,2022-01-24,2022-01-24,1,200-210 lbs,3.38,45.69,7878.64,6287.68,66.41,12003.1,423.5,224.25,0.85,-32.38,11.63,20.51,9.57,3.71,2616.82,2598.15,48.54,43.83,5732.39,60.54,12.52,5.01,4066.2,3138.69,2517.0,2790.8,2858.4,65971.57,30.65,3.05,200.87,,,,,67.0,68.0,50.8,54.2,45.1,59.0
P-41A11A80,High School,2022-01-26,2022-05-03,2,130-140 lbs,3.03,40.4,3283.68,3363.255,56.51,4178.605,506.125,315.625,0.52,-42.555,12.64,8.73,8.47,2.54,1482.29,1482.26,89.215,35.68,3243.265,54.47,19.555,5.645,2382.5,1789.79,823.9,1037.1,1550.3,31650.29,30.08,2.52,153.67,,,,,,,,,,
P-502159D0,High School,2022-01-26,2023-02-02,3,180-190 lbs,,24.017,6130.653,3443.28,40.577,6164.647,448.333,264.61,0.377,-28.507,-2.87,-1.04,-5.717,-0.853,1863.38,1834.273,101.51,21.685,3309.27,38.59,2.585,-0.255,,,,,,48514.75,17.367,1.9,86.88,,,,,,,,,,
P-E28356C3,High School,2022-01-26,2022-01-26,1,120-130 lbs,,35.93,4731.61,2967.36,52.35,5374.43,392.25,241.75,0.59,-29.31,5.94,12.54,3.8,14.18,1405.62,1405.81,31.1,32.04,2791.16,49.25,5.42,12.13,,,,,,25727.09,31.59,2.66,161.08,,,,,,,,,,
P-28A9422D,High School,2022-01-26,2022-08-02,3,140-150 lbs,3.19,32.54,3351.227,2827.233,43.693,4122.547,531.833,321.083,0.447,-42.843,0.267,10.317,4.32,2.12,1545.603,1550.763,114.503,28.67,2756.963,42.617,6.927,3.23,2814.3,2140.98,1290.7,1786.8,2042.3,29945.097,28.173,2.35,138.743,,,,,,,,,,
P-7BBBD377,High School,2022-01-30,2023-01-29,3,180-190 lbs,2.923,37.697,4952.413,4607.587,55.53,6720.29,470.833,301.75,0.503,-41.24,8.153,8.89,5.053,4.71,2059.247,2068.583,29.307,34.377,4180.08,50.35,3.157,5.67,3202.497,2384.783,1281.637,1822.723,2261.283,27576.67,24.953,1.947,107.627,,,,,,,,,,
P-4F210D54,High School,2022-01-31,2022-01-31,1,190-200 lbs,2.79,25.57,5533.42,3462.78,38.78,7569.13,463.33,299.67,0.43,-37.67,5.46,7.37,3.44,4.46,2151.92,2183.95,105.06,21.63,3132.91,35.09,8.96,2.9,3316.9,2446.17,1292.9,1402.6,1615.7,39696.67,22.77,2.01,107.33,,,,,35.0,50.0,33.8,,41.4,
P-7ECF686E,High School,2022-01-31,2022-01-31,1,180-190 lbs,2.84,27.84,6294.14,3627.13,44.28,6345.6,430.75,266.75,0.47,-27.72,4.4,-1.95,5.3,15.97,1864.23,1826.02,114.37,23.91,3388.65,41.37,-5.82,13.5,3076.5,2278.63,1499.3,1838.2,2028.5,21414.87,26.73,2.32,132.3,,,,,44.0,38.0,34.9,32.6,37.7,43.7
P-71D55E01,High School,2022-01-31,2022-01-31,1,170-180 lbs,2.54,34.98,6709.42,4447.98,55.34,5731.04,442.75,262.75,0.54,-23.64,-1.88,-0.71,-1.43,1.04,1887.08,1699.08,210.43,29.6,4011.97,49.92,-0.23,2.04,2786.4,2000.2,1079.1,1169.6,1443.5,0.0,25.94,2.65,135.89,,,,,53.0,67.0,39.2,42.2,40.1,42.8
P-1A438D1A,High School,2022-01-31,2022-01-31,1,160-170 lbs,3.92,36.39,6787.11,3995.7,54.33,9058.76,390.0,229.5,0.63,-30.49,3.59,-9.55,8.12,20.56,2149.81,2161.15,102.06,29.7,3434.22,46.69,3.42,11.01,3544.1,2828.21,1181.7,1701.6,2035.0,49683.21,31.39,3.09,199.84,,,,,41.0,48.0,31.1,33.0,43.2,40.1
P-AABEDA76,High School,2022-02-01,2022-02-01,1,170-180 lbs,2.78,28.47,5595.55,3525.73,45.55,5603.28,432.25,266.25,0.46,-29.58,0.59,-6.04,0.16,7.7,1727.37,1704.9,64.15,26.33,3448.78,44.56,-1.82,5.73,2862.1,2108.07,1087.8,1436.7,1728.5,35581.96,25.38,2.3,127.26,,,,,63.0,70.0,36.4,29.2,40.1,39.2
P-5B9DD33F,High School,2022-02-01,2022-02-01,1,190-200 lbs,3.68,35.99,10468.37,5202.13,58.37,9355.51,449.5,195.25,0.56,-22.58,6.96,20.33,5.85,8.18,2692.6,2537.03,344.27,33.25,4311.95,48.38,2.23,2.91,4073.0,3214.82,1266.2,1514.2,1872.4,43933.78,23.3,2.21,118.15,,,,,54.0,44.0,37.8,54.1,37.1,29.4
P-3284E186,High School,2022-02-01,2022-02-01,1,150-160 lbs,2.84,36.02,4693.13,4134.0,57.83,3840.95,550.5,237.0,0.48,-25.92,4.16,20.91,5.64,7.35,1790.84,1555.5,375.25,31.97,3753.01,52.5,14.02,9.41,2688.9,1993.02,1150.8,1460.0,1816.4,32771.18,29.07,2.45,141.61,,,,,46.0,53.0,30.4,25.2,30.7,37.0
P-2A363815,High School,2022-02-01,2022-02-01,1,190-200 lbs,,34.13,7139.11,4679.08,52.97,8145.9,428.0,232.33,0.62,-28.28,-2.26,-10.26,-2.03,2.05,2193.15,2170.9,177.24,34.78,4441.13,50.27,-9.88,-3.35,,,,,,32394.0,26.51,2.31,127.81,,,,,,,,,,
P-C0550AA4,High School,2022-02-01,2022-02-01,1,190-200 lbs,,26.18,7053.49,3894.19,43.32,6670.64,439.25,232.5,0.45,-27.12,-7.04,-1.92,-6.35,-11.75,2107.42,2078.67,173.42,21.2,3278.63,36.48,-9.52,-4.93,,,,,,22972.74,26.9,1.71,83.55,,,,,,,,,,
P-47C66B9C,High School,2022-02-01,2022-02-01,1,160-170 lbs,3.05,40.38,3171.97,4564.72,61.33,1854.2,659.75,243.75,0.45,-29.53,-4.44,1.33,-2.61,-4.15,1906.52,1401.62,472.07,35.99,3987.23,53.57,-0.7,0.85,2948.6,2223.59,1293.9,1733.3,2079.7,26534.12,28.72,2.27,132.35,,,,,45.0,40.0,32.9,33.7,29.0,39.2
P-30C33CC4,High School,2022-02-01,2022-02-01,1,150-160 lbs,,36.09,4601.29,3520.98,49.46,6441.57,484.0,284.67,0.56,-40.08,4.98,10.57,0.13,-2.13,1855.85,1875.27,32.43,30.33,3351.3,47.07,11.58,-7.19,,,,,,36015.89,25.39,2.53,136.49,,,,,,,,,,
P-37AE5F81,High School,2022-02-01,2022-10-13,2,190-200 lbs,,38.54,5699.29,4932.265,54.915,6047.825,493.165,258.165,0.55,-34.755,5.99,6.415,6.995,8.555,2251.925,2196.59,214.135,35.15,4464.9,49.705,12.64,4.28,,,,,,27207.41,26.925,1.95,109.835,1123.27,902.77,-1.88,7.0,,,,,,
P-8BB13DD3,High School,2022-02-01,2022-02-01,1,160-170 lbs,,34.86,5065.88,3940.63,53.0,5670.55,514.0,234.33,0.53,-31.0,-2.94,-2.15,-4.79,-0.99,1859.05,1849.13,302.05,32.84,3665.44,49.3,6.16,-4.59,,,,,,25374.71,28.24,2.25,134.37,,,,,,,,,,
P-60B8ECBF,High School,2022-02-02,2022-02-02,1,210-220 lbs,3.5,36.11,5465.99,4737.49,48.97,8619.4,470.75,300.75,0.52,-42.06,13.95,15.66,7.62,16.46,2351.27,2370.97,77.05,29.22,4195.59,43.36,11.55,9.94,4258.6,3317.85,1332.3,1604.3,2173.8,64799.6,33.66,2.5,157.89,,,,,52.0,55.0,48.9,45.1,41.7,47.6
P-329824FF,High School,2022-02-02,2022-02-02,1,160-170 lbs,3.22,40.53,5474.94,4694.62,61.25,4913.45,498.0,225.75,0.6,-27.4,2.6,-3.37,0.61,5.63,1960.58,1803.84,321.79,35.67,4235.81,55.27,-19.1,5.89,3164.9,2418.03,958.1,1176.8,1684.3,41389.57,41.1,2.98,210.33,,,,,63.0,58.0,40.5,43.5,46.3,41.3
P-224FFF24,High School,2022-02-03,2022-04-29,2,190-200 lbs,3.48,39.555,5161.075,4551.97,51.045,8073.035,492.5,306.0,0.575,-45.4,5.765,1.65,11.135,9.09,2380.5,2430.92,87.435,34.29,4496.53,50.42,-2.185,8.555,3915.8,3045.46,1313.35,1789.0,2264.0,66357.315,30.845,2.78,170.185,,,,,56.5,57.5,52.25,55.8,51.9,67.0
P-3DDF786C,High School,2022-02-07,2022-02-07,1,190-200 lbs,2.59,39.59,4110.96,5072.81,56.01,3965.85,547.75,325.25,0.45,-39.7,0.92,4.87,3.49,6.65,2024.88,1842.47,209.82,34.09,4596.2,50.75,-5.19,8.16,3183.0,2296.18,1052.3,1201.7,1470.7,32656.56,25.16,2.07,114.23,,,,,44.0,52.0,42.4,44.4,36.0,45.0
P-70A9D39D,High School,2022-02-07,2023-02-13,3,170-180 lbs,3.883,44.24,6472.54,5038.4,61.707,9475.847,404.917,240.28,0.787,-35.45,-1.64,3.77,-1.77,1.707,2272.133,2306.43,36.44,38.56,4883.023,59.833,-6.467,-0.31,3906.367,3105.913,1247.233,1452.133,1705.5,35044.407,40.413,3.2,219.52,1771.105,822.22,-2.5,1.845,71.0,70.333,49.95,50.35,49.7,49.5
P-808C5269,High School,2022-02-07,2022-02-07,1,200-210 lbs,3.24,44.63,4372.0,5469.7,60.09,4177.66,587.75,313.0,0.6,-40.73,7.04,1.59,-1.56,4.34,2139.84,2103.22,322.84,38.7,5262.38,57.81,-20.48,1.52,3779.1,2888.26,1103.8,1414.9,1928.6,59987.2,36.54,3.09,210.42,,,,,60.0,63.0,54.8,44.0,51.2,39.4
P-36FC4D3D,High School,2022-02-07,2022-02-07,1,210-220 lbs,,32.26,6385.53,4870.5,49.28,7432.3,440.0,245.75,0.57,-33.93,-4.46,-10.33,-2.59,-6.73,2341.82,2278.57,108.94,31.14,4544.92,45.99,-10.45,-5.78,,,,,,44213.93,27.11,2.35,132.67,,,,,61.0,56.0,43.1,42.3,45.9,51.7
P-6631F33F,High School,2022-02-08,2022-07-11,3,190-200 lbs,2.517,34.867,6173.403,4278.71,49.297,6500.247,481.807,253.777,0.55,-33.497,0.697,6.583,-2.92,-10.973,2254.663,2247.267,189.763,30.85,4107.72,47.333,-7.77,-5.133,2985.567,2138.177,1519.7,1835.633,1991.5,59557.65,31.607,2.533,155.397,,,,,46.667,44.333,39.367,42.033,38.033,41.133
P-F9626D98,High School,2022-02-08,2022-02-08,1,150-160 lbs,2.7,19.16,4651.0,2353.19,33.5,3834.21,487.25,268.5,0.29,-25.0,-3.96,1.85,-2.0,-1.97,1494.78,1481.26,320.67,17.02,2172.06,30.92,4.82,1.2,2548.3,1861.25,995.8,1182.4,1445.2,25627.79,21.01,1.89,96.51,,,,,62.0,44.0,28.0,32.4,30.1,28.4
P-04B4D22A,High School,2022-02-08,2022-02-08,1,130-140 lbs,2.81,29.83,3861.6,2728.53,42.9,4373.67,475.0,318.33,0.4,-38.19,-8.81,-2.88,-10.96,-7.88,1543.74,1576.98,103.62,23.36,2391.63,37.6,-1.58,-10.25,2375.3,1752.58,961.7,1204.6,1414.7,30352.34,27.77,2.35,129.72,,,,,70.0,54.0,25.0,28.0,19.4,28.1
P-C7B1C688,High School,2022-02-08,2022-07-05,3,190-200 lbs,3.413,44.45,4585.82,5510.097,61.76,5109.013,544.36,294.443,0.57,-39.887,-1.84,-0.61,-2.857,-9.983,2140.207,2102.52,273.93,38.253,5243.443,58.753,-2.37,-7.827,3854.863,2982.923,1590.8,2156.45,2675.783,37688.237,26.66,2.127,117.643,,,,,53.333,50.667,47.567,54.467,51.767,51.2
P-ADB342D6,High School,2022-02-08,2022-02-08,1,170-180 lbs,3.3,42.14,5280.0,4729.39,59.05,5455.45,457.75,267.75,0.59,-32.21,9.04,32.08,7.38,4.44,1880.18,1785.28,86.54,37.6,4154.98,51.88,13.65,10.84,3374.9,2592.82,1998.5,2495.5,2597.8,46558.76,25.83,2.48,135.06,,,,,52.0,50.0,43.0,53.7,57.0,50.9
P-ABD73ECD,High School,2022-02-09,2022-02-09,1,170-180 lbs,3.69,44.06,3577.83,4655.82,57.34,4033.19,601.0,308.0,0.55,-44.55,0.52,1.75,3.0,9.21,1932.66,1800.94,198.47,39.06,4829.88,59.48,-3.15,4.22,3728.6,2934.95,1107.2,1285.1,1560.8,42032.28,33.27,2.87,176.02,,,,,55.0,54.0,33.5,44.0,44.7,47.5
P-4F6511AB,High School,2022-02-10,2022-02-10,1,160-170 lbs,3.34,37.45,6827.59,3970.34,53.14,8887.61,411.25,247.25,0.64,-30.13,5.89,5.92,-1.03,3.98,2024.59,2101.76,59.56,31.38,3773.36,50.5,6.65,8.07,3180.7,2449.42,1244.6,1664.3,2003.8,23152.44,25.27,2.41,138.29,,,,,63.0,56.0,40.3,41.5,28.9,33.9
P-56C9A851,High School,2022-02-14,2022-02-14,1,160-170 lbs,3.77,44.19,3350.38,4499.3,60.66,3561.27,583.5,304.25,0.55,-37.18,7.98,29.73,16.7,0.67,1714.13,1515.0,269.94,39.33,4328.6,58.36,28.71,5.1,3465.7,2740.6,1472.7,1911.4,2057.1,17361.23,24.93,2.25,131.05,,,,,60.0,60.0,39.6,41.8,26.1,42.4
P-697676DA,High School,2022-02-15,2022-02-15,1,180-190 lbs,2.98,32.36,3837.94,4027.92,47.98,4619.35,610.25,325.0,0.38,-42.86,-4.53,1.25,-3.66,-5.11,1773.06,1796.48,168.04,24.09,3490.77,41.57,9.04,-6.9,3271.6,2453.24,1277.4,1524.6,1744.6,32313.5,26.39,2.14,116.14,,,,,57.0,65.0,34.0,43.7,43.2,43.0
P-7D0BD7C6,High School,2022-02-15,2022-02-15,1,110-120 lbs,4.1,38.27,2000.45,2756.43,53.14,1852.33,613.5,321.0,0.47,-38.36,5.38,19.94,20.74,4.01,1142.9,966.89,199.24,36.12,2688.17,51.83,21.91,2.02,2590.9,2083.7,1031.7,1409.1,1760.4,47161.59,33.27,2.35,143.85,,,,,68.0,56.0,34.5,35.4,43.2,46.7
P-764B3EED,High School,2022-02-21,2022-02-21,1,200-210 lbs,3.09,32.76,6518.61,4386.04,47.27,8401.94,448.75,284.75,0.57,-33.94,-8.33,-2.17,-6.84,-7.75,2205.54,2251.27,40.12,29.33,4185.09,45.11,-14.7,-6.05,3711.9,2807.14,1707.1,2243.2,2619.9,34808.59,30.89,2.39,143.89,,,,,63.0,62.0,41.5,41.6,41.7,33.5
P-34D9572F,High School,2022-02-21,2022-12-19,2,170-180 lbs,3.19,41.045,4393.405,4144.9,53.44,5169.9,536.875,289.0,0.52,-40.99,0.85,0.76,-1.325,3.825,2046.725,2040.13,248.33,35.26,4025.415,51.885,-0.985,4.625,3185.95,2426.915,1169.6,1455.05,1797.1,37601.135,31.16,2.485,147.25,904.09,904.09,-1.8,-1.79,61.0,61.0,38.2,187.1,25.3,29.3
P-85037FEB,High School,2022-02-21,2022-02-21,1,160-170 lbs,2.78,35.49,3217.02,3795.79,49.57,3286.53,578.0,340.25,0.39,-38.78,1.42,17.75,6.5,1.33,1571.4,1472.08,225.43,30.5,3500.36,45.71,16.5,2.8,2835.0,2087.14,1256.6,1379.3,1588.1,32981.79,24.28,2.11,113.43,,,,,50.0,68.0,43.1,40.2,27.6,28.0
P-F37D956B,High School,2022-02-21,2023-02-13,2,160-170 lbs,3.275,37.165,5288.305,3978.11,53.69,5834.53,528.71,246.04,0.54,-31.32,13.125,13.97,13.465,19.105,1884.63,1836.34,190.985,32.61,3816.265,51.54,-0.55,13.34,3096.05,2373.15,1147.7,1484.9,1866.95,51122.24,30.285,3.095,185.845,1041.61,762.92,9.55,5.56,60.0,48.5,35.9,41.5,35.2,37.7
P-CD2BFB4F,High School,2022-02-22,2022-02-22,1,180-190 lbs,2.4,30.69,6395.12,3875.66,45.26,6723.42,458.5,255.0,0.48,-30.72,-15.04,-13.95,-11.24,-9.63,2160.46,2143.61,179.93,24.4,3458.97,40.39,1.5,-8.12,2855.5,2019.68,1197.9,2251.9,2655.4,51581.12,30.28,2.88,175.94,,,,,64.0,47.0,53.8,63.2,39.6,43.3
P-30A6989A,High School,2022-02-22,2022-02-22,1,180-190 lbs,3.13,31.45,5713.74,3854.08,46.01,7284.54,433.5,275.75,0.49,-34.16,1.22,7.74,-1.66,-10.38,2037.88,2012.8,67.88,27.89,3614.64,43.15,-1.58,-9.48,3385.0,2569.97,1131.1,1367.9,1754.5,39064.19,28.36,2.3,133.01,,,,,59.0,62.0,48.5,50.3,31.3,39.89
P-1F73CB0C,High School,2022-02-28,2022-12-19,3,170-180 lbs,3.783,35.127,2987.443,3744.063,47.787,2819.4,653.053,338.89,0.407,-40.373,-6.643,-10.81,-5.37,-0.677,1608.717,1541.017,346.757,32.43,3554.327,45.403,-5.493,-1.13,3671.73,2905.797,1248.62,1580.35,1953.693,36597.973,33.123,2.583,162.077,1108.41,813.81,11.03,5.08,63.667,57.667,41.45,46.833,46.85,50.1
P-92D37776,High School,2022-02-28,2023-01-11,2,240-250 lbs,2.95,32.595,7072.22,5345.665,48.575,8206.23,454.0,284.665,0.495,-33.125,10.535,11.53,10.375,7.12,2439.795,2428.945,95.69,27.76,4737.265,42.92,7.815,9.94,4246.9,3171.845,1857.8,2343.95,2697.55,66084.125,24.265,1.975,103.955,1036.7,1036.7,9.43,9.43,59.0,58.0,44.6,45.1,52.9,38.3
P-4CC2E10C,High School,2022-02-28,2022-02-28,1,180-190 lbs,2.9,37.4,4440.97,4439.29,52.64,4761.79,509.5,290.5,0.54,-37.37,1.8,15.71,-3.78,-7.42,1858.14,1812.63,152.6,29.74,4192.93,49.72,13.91,-3.42,3223.0,2402.48,1189.1,1361.4,1507.0,40527.52,27.66,2.57,148.15,,,,,62.0,56.0,47.2,46.2,41.6,46.8
P-0C19908D,High School,2022-02-28,2022-02-28,1,180-190 lbs,3.28,36.84,8271.11,4792.82,56.25,9383.79,409.67,219.67,0.64,-25.9,-0.28,12.25,-3.09,-14.72,2330.06,2316.52,190.9,30.97,3894.6,45.71,19.8,-0.76,3575.3,2744.28,1023.9,1308.4,1674.0,46245.02,33.02,2.9,182.27,,,,,57.0,46.0,46.7,48.1,44.2,52.0
P-E8B8816C,High School,2022-03-07,2022-03-07,1,190-200 lbs,3.1,39.42,7935.35,5103.35,58.81,8602.63,415.0,229.0,0.67,-25.98,-2.51,-15.29,-1.71,5.17,2274.18,2235.57,174.53,33.65,4199.65,48.39,-1.48,2.68,3487.3,2639.91,1217.9,1428.7,1720.6,55999.57,26.85,2.89,170.72,,,,,43.0,46.0,47.8,47.9,41.9,48.6
P-5DECA061,High School,2022-03-07,2022-03-07,1,200-210 lbs,3.34,45.98,4080.26,5589.64,60.83,5222.14,592.75,309.5,0.58,-46.12,13.23,17.09,13.21,13.35,2125.65,2086.19,203.54,37.41,5020.09,54.64,5.95,9.78,3905.8,3008.49,1169.7,1570.7,1989.0,23655.47,26.28,1.82,94.14,,,,,54.0,63.0,46.9,41.6,47.4,48.4
P-ED038FD7,High School,2022-03-08,2022-03-08,1,180-190 lbs,2.83,38.47,5346.68,4759.75,57.2,6300.5,461.0,251.75,0.58,-31.58,11.79,16.73,14.28,10.39,2032.09,1943.93,253.99,31.03,4202.19,50.5,13.09,6.67,3120.2,2306.64,936.4,1129.1,1322.4,37442.39,27.77,2.62,150.25,,,,,66.0,63.0,60.1,55.2,52.9,55.3
P-D4AEA191,High School,2022-03-08,2022-12-12,2,180-190 lbs,3.38,52.56,5281.525,5540.41,67.305,6588.715,474.29,275.585,0.74,-40.25,6.22,4.64,6.0,1.52,2182.345,2176.285,49.875,43.97,4780.065,58.075,10.485,4.035,3512.5,2711.69,1263.1,1852.1,2218.9,43582.865,22.89,2.19,116.105,1102.11,818.2,-4.63,3.68,65.0,66.0,,43.0,,48.2
P-4B2DC9BE,High School,2022-03-08,2022-07-22,3,180-190 lbs,3.073,37.67,5992.983,4641.137,55.117,8117.503,432.583,243.25,0.623,-34.84,-8.833,-14.593,-2.853,9.593,2177.59,2165.053,103.707,36.343,4430.953,52.61,-5.897,2.537,3366.633,2543.857,1376.5,1673.933,2003.1,53414.907,27.427,2.66,154.487,,,,,57.667,56.333,47.467,52.767,33.8,45.167
P-83419763,High School,2022-03-14,2022-03-14,1,210-220 lbs,2.3,40.42,6361.09,5986.87,60.12,6282.41,502.0,248.0,0.55,-30.85,5.07,8.38,6.35,-8.91,2526.13,2251.5,289.3,36.16,5519.24,55.42,7.23,2.0,3217.0,2245.36,1175.0,1324.9,1503.5,56117.01,27.08,2.57,139.17,,,,,57.0,54.0,39.1,26.8,24.9,32.6
P-CE5603A2,High School,2022-03-15,2022-03-15,1,160-170 lbs,2.99,41.21,4453.74,4279.78,58.47,5307.48,476.75,275.0,0.56,-36.8,5.79,14.72,5.8,-3.64,1758.77,1729.91,88.36,36.18,3925.54,53.63,10.31,2.32,2860.3,2145.79,968.9,1181.5,1485.2,30166.99,29.31,2.47,145.2,,,,,45.0,52.0,34.4,37.1,33.3,24.9
P-65F66157,High School,2022-03-15,2022-09-02,4,250-260 lbs,2.725,34.048,9109.488,5917.775,51.78,10989.602,462.21,242.79,0.552,-30.77,-21.18,-22.372,-14.86,-15.47,3022.13,3028.562,234.685,27.992,5015.358,43.905,-17.888,-8.838,4174.415,3055.792,1979.56,2447.98,2818.212,41417.265,27.47,2.425,140.517,,,,,50.75,53.0,52.15,54.325,48.775,57.525
P-E3CC46D2,High School,2022-04-21,2022-04-21,1,150-160 lbs,4.13,41.16,7311.29,4272.49,60.31,9195.32,407.25,221.0,0.75,-25.8,9.69,19.32,7.81,8.74,1976.08,1923.01,94.82,34.53,3749.64,52.92,14.3,8.05,3560.0,2867.45,1621.0,2127.3,2451.3,40383.68,33.4,2.98,188.76,,,,,50.0,55.0,39.3,59.1,50.8,55.6
P-A4BF5F1D,High School,2022-04-21,2022-04-21,1,200-210 lbs,3.5,38.99,5164.15,4750.05,51.56,6149.91,489.75,289.75,0.57,-40.44,-7.71,-15.86,-5.95,1.71,2217.22,2212.17,125.66,35.55,4365.42,47.39,-2.79,-1.92,4063.3,3165.11,1177.3,1345.2,1559.6,78145.95,23.84,2.22,123.47,,,,,54.0,50.0,37.6,39.2,39.8,43.8
P-73A523F4,High School,2022-05-01,2023-01-29,2,110-120 lbs,,27.845,3245.115,2062.905,40.93,3515.41,457.625,310.5,0.41,-33.45,-3.97,-2.4,0.36,-6.68,1131.775,1155.67,72.06,24.65,2012.25,39.925,5.615,-0.89,,,,,,31121.445,26.8,2.48,140.715,,,,,,,,,,
P-63D66860,High School,2022-05-02,2022-05-02,1,230-240 lbs,2.73,35.98,5571.05,5435.62,50.2,6576.29,544.0,332.5,0.45,-40.74,7.62,0.63,4.83,3.65,2418.26,2431.82,169.07,30.65,5142.8,47.5,8.54,7.46,3957.2,2897.59,1717.6,2012.6,2431.5,32949.62,25.6,1.94,104.2,,,,,,,,,,
P-93BAE79F,High School,2022-05-02,2022-09-22,2,160-170 lbs,3.855,31.125,4283.2,3422.91,44.34,4594.205,476.75,289.96,0.495,-40.705,-2.91,-4.8,-1.05,3.445,1836.165,1849.545,135.77,28.845,3315.14,42.875,-2.535,6.94,3668.1,2912.445,1107.7,1227.2,1429.95,51894.265,23.97,2.44,132.895,,,,,63.0,63.0,34.65,34.75,45.75,35.8
P-870C253A,High School,2022-05-03,2022-05-03,1,100-110 lbs,,30.69,2643.13,2100.46,42.72,3355.67,501.5,298.0,0.44,-39.07,3.21,2.07,5.23,5.53,1085.59,1072.51,41.9,26.92,2078.88,42.28,-1.76,6.35,,,,,,21232.17,27.18,2.07,119.98,,,,,,,,,,
