test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2021-10-07,Pro,70+,,37.24,6852.51,4952.82,49.53,9588.31,466.5,268.75,0.57,-37.79,-7.03,-14.03,-1.73,3.44,2702.87,2718.51,141.57,32.63,4795.69,47.97,-18.43,2.44,4726.4,3744.66,1982.3,2834.4,3416.3,117676.95,35.75,2.75,169.21,,,,,59.0,45.0,,,,,,,,2021-10-06,71.0,25.0,3.82,219.98,a7f5385e-417e-4ce8-9025-2292611fa318,ATHLETE_1044,1
2023-04-03,Pro,70+,,43.19,6815.98,5478.27,55.87,9286.88,435.25,276.25,0.68,-37.83,-6.59,-12.5,-1.91,-1.98,2592.43,2666.93,96.98,39.94,5529.07,56.39,-18.13,-2.07,4686.5,3724.96,2657.5,3343.5,3468.0,48380.79,31.63,2.92,191.59,,,,,65.0,50.0,42.5,41.6,39.7,49.2,,,,2023-03-23,71.7,26.4,3.87,215.71,a7f5385e-417e-4ce8-9025-2292611fa318,ATHLETE_1044,2
2023-09-20,Pro,70+,,39.79,6458.13,5141.7,52.4,8191.55,465.25,291.25,0.61,-38.37,-8.13,-18.65,-0.41,4.16,2580.22,2601.92,124.7,37.34,5289.14,53.9,-19.35,2.56,4276.1,3317.21,1678.3,2475.3,2976.0,71293.39,32.01,3.08,198.68,,,,,48.0,55.0,47.9,44.3,34.6,43.1,,,,2023-09-18,72.1,19.2,3.45,215.89,a7f5385e-417e-4ce8-9025-2292611fa318,ATHLETE_1044,3
2024-01-16,Pro,65-70,,39.88,6297.86,5239.13,51.3,8469.31,509.0,292.75,0.6,-41.26,-3.2,-10.02,0.87,-2.73,2694.27,2717.16,120.05,36.75,5288.72,51.79,-18.51,-0.3,4994.4,3995.98,1385.8,2034.2,2631.8,58535.67,33.92,2.97,194.63,,,,,53.0,51.0,51.0,46.8,45.0,40.8,,,,2024-01-04,66.3,24.2,3.99,224.66,a7f5385e-417e-4ce8-9025-2292611fa318,ATHLETE_1044,4
2021-11-02,Pro,65-70,,50.13,5779.79,6301.85,65.02,7627.49,495.75,278.0,0.75,-39.72,0.49,4.3,1.15,2.43,2452.44,2445.75,151.31,47.24,6341.46,65.43,-0.56,1.81,4864.6,3918.16,1461.1,2005.1,2626.2,55766.62,23.84,2.26,113.09,,,,,54.0,59.0,56.8,57.5,63.0,55.7,,,,2021-11-01,68.7,19.0,4.12,213.22,af558557-20d9-41ef-8394-7584daefa955,ATHLETE_1046,1
2022-11-15,Pro,70+,,54.11,6300.99,6889.83,68.92,8649.14,506.5,268.5,0.8,-39.61,-6.81,-8.3,-3.56,1.29,2670.36,2672.01,178.18,49.66,6623.36,66.25,0.14,3.65,4277.8,3297.53,1702.2,2391.3,3055.6,38588.72,31.63,2.48,155.21,,,,,55.0,57.0,62.0,32.0,73.1,50.8,,,,2022-11-15,70.5,26.8,3.36,219.93,af558557-20d9-41ef-8394-7584daefa955,ATHLETE_1046,2
2023-01-24,Pro,70+,,52.62,6611.88,7161.74,68.74,8890.26,502.5,269.75,0.78,-39.5,7.16,7.25,6.16,7.01,2746.15,2741.36,134.73,46.17,6772.05,65.0,14.26,6.81,4473.9,3453.42,1575.5,2218.2,2792.6,46841.26,24.82,2.27,122.67,,,,,54.0,57.0,55.3,61.0,69.0,54.7,,,,2023-01-23,75.0,22.2,3.38,229.22,af558557-20d9-41ef-8394-7584daefa955,ATHLETE_1046,3
2024-01-12,Pro,70+,,50.81,7366.29,7073.87,68.72,10118.51,461.0,254.0,0.84,-36.56,5.27,0.96,4.83,5.85,2842.59,2843.31,150.39,44.79,6652.9,64.63,13.76,3.95,4889.0,3879.7,1437.0,1976.4,2788.2,43211.21,29.79,2.33,133.32,,,,,56.0,59.0,67.2,62.2,64.7,43.2,,,,2024-01-11,75.0,20.4,3.84,226.47,af558557-20d9-41ef-8394-7584daefa955,ATHLETE_1046,4
2021-11-30,Pro,70+,,51.22,6335.07,5678.04,67.61,12351.28,448.25,252.75,0.74,-39.51,2.18,13.62,-4.55,-19.93,2536.47,2567.29,68.37,48.93,5491.22,65.39,14.8,-9.52,4756.4,3940.29,1607.6,2270.0,2716.9,88499.02,33.34,2.77,179.32,,,,,59.0,53.0,49.8,49.8,57.0,70.2,,,,2021-11-23,71.0,20.8,4.78,184.76,7be14792-be47-4f6e-a605-c779d85cb0fe,ATHLETE_1049,1
2022-04-12,Pro,70+,,55.27,6210.42,5986.68,71.81,12177.03,476.0,238.0,0.77,-40.43,2.47,6.94,0.77,-1.71,2565.28,2590.03,79.4,52.63,5873.84,70.46,8.99,0.74,4885.27,4071.81,2055.17,2732.25,3141.68,68031.0,36.58,3.0,200.64,,,,,59.0,62.0,43.1,48.7,52.5,46.2,,,,2022-04-18,72.8,19.3,4.98,183.41,7be14792-be47-4f6e-a605-c779d85cb0fe,ATHLETE_1049,2
2022-09-27,Pro,70+,,58.48,6187.9,5978.91,73.82,12586.24,476.0,239.5,0.82,-41.19,2.48,6.71,-0.12,-2.7,2592.0,2613.95,66.12,56.31,5736.22,70.83,6.88,0.21,4547.2,3762.57,1586.8,2059.7,2436.5,35282.1,39.83,3.35,227.1,,,,,55.0,48.0,54.0,45.0,59.6,64.7,,,,2022-10-10,70.8,18.8,4.74,178.18,7be14792-be47-4f6e-a605-c779d85cb0fe,ATHLETE_1049,3
2023-02-09,Pro,70+,85-90,54.82,6339.89,6104.43,71.16,11111.05,450.75,240.0,0.81,-39.02,-0.73,1.06,-2.69,1.99,2524.75,2537.48,65.13,53.12,5942.51,69.27,15.67,2.41,5027.3,4192.56,1584.7,2195.8,2581.2,418522.87,36.54,3.21,224.37,,,,,55.0,43.0,49.0,43.3,51.0,52.6,2023-02-09,88.6,33.3,2023-01-31,70.2,20.0,4.98,188.74,7be14792-be47-4f6e-a605-c779d85cb0fe,ATHLETE_1049,4
2023-03-23,Pro,70+,,55.17,6581.98,6361.75,71.86,11274.08,443.25,245.5,0.79,-38.54,2.46,4.6,3.1,5.24,2571.15,2593.4,57.29,52.24,6133.84,69.29,11.79,1.87,,,,,,83568.51,39.13,3.17,217.54,,,,,60.0,54.0,53.2,50.3,49.1,49.5,,,,2023-03-23,71.3,12.0,,194.77,7be14792-be47-4f6e-a605-c779d85cb0fe,ATHLETE_1049,5
2021-12-10,Pro,65-70,,48.69,5843.3,5364.37,66.94,6591.04,447.25,244.25,0.73,-34.76,17.53,16.96,13.11,6.39,2205.29,2199.02,168.01,42.47,5042.5,62.92,18.23,9.41,3834.5,3046.14,1070.0,1304.8,1589.3,43245.97,29.8,2.69,162.95,,,,,52.0,53.0,40.9,57.1,47.3,48.0,,,,2021-12-09,68.8,22.6,3.88,176.31,e1e0fc0f-36f0-4c00-a85f-6230668843b9,ATHLETE_1051,1
2022-05-17,Pro,65-70,,49.73,6413.11,5698.83,70.74,7659.04,414.75,231.0,0.8,-32.67,16.53,11.67,13.22,8.02,2249.63,2251.57,161.75,45.03,5288.35,65.65,17.08,8.05,3857.5,3067.38,1295.6,1697.7,2012.5,68859.97,29.55,2.99,180.25,,,,,47.0,51.0,36.2,50.5,46.7,40.7,,,,2022-05-16,69.2,20.3,3.88,177.23,e1e0fc0f-36f0-4c00-a85f-6230668843b9,ATHLETE_1051,2
2023-01-10,Pro,70+,,51.34,5985.39,6096.57,70.57,7039.12,502.0,244.5,0.75,-37.93,15.74,9.8,14.9,8.21,2491.91,2516.93,252.8,47.15,6041.54,69.93,10.35,8.36,4183.7,3343.27,1315.1,1578.5,2018.5,42731.68,39.13,2.88,187.74,,,,,49.0,51.0,48.5,56.2,58.6,61.3,,,,2023-01-09,70.5,24.0,3.95,190.06,e1e0fc0f-36f0-4c00-a85f-6230668843b9,ATHLETE_1051,3
2023-03-07,Pro,70+,,47.46,7683.51,6103.28,68.49,10029.84,394.5,228.75,0.85,-31.54,13.26,11.51,11.04,1.68,2497.42,2524.42,109.63,43.16,5782.28,64.89,11.48,3.2,4204.1,3329.15,1148.3,1389.3,1779.8,38828.52,34.05,2.67,176.26,,,,,53.0,53.0,48.7,61.5,51.3,51.4,,,,2023-03-06,72.7,15.9,3.81,196.04,e1e0fc0f-36f0-4c00-a85f-6230668843b9,ATHLETE_1051,4
2022-02-04,Pro,70+,,43.22,6166.3,5944.98,62.92,7499.63,428.25,252.0,0.75,-34.63,6.53,1.36,8.21,11.87,2361.05,2250.21,118.3,38.71,5653.98,59.84,-3.45,7.89,3948.3,3019.22,1981.3,2678.5,3338.6,41183.29,29.55,2.34,139.55,,,,,70.0,64.0,56.8,53.6,58.1,69.2,,,,2022-02-03,75.5,11.3,3.26,207.88,a761c1e8-96e0-4b61-9be3-5d72953d392b,ATHLETE_1056,1
2022-12-28,Pro,70+,,44.26,5837.03,6003.87,62.75,7127.81,448.25,260.75,0.75,-36.2,5.27,8.11,6.94,6.87,2348.6,2239.29,131.26,39.56,5659.53,59.15,6.26,6.68,4143.4,3204.9,1328.0,1659.5,2013.3,36864.28,33.4,2.55,163.18,,,,,63.0,57.0,50.0,56.8,40.5,57.4,,,,2022-12-28,76.3,12.5,3.42,210.5,a761c1e8-96e0-4b61-9be3-5d72953d392b,ATHLETE_1056,2
2023-04-20,Pro,70+,,47.49,6109.03,6379.85,65.7,7604.66,448.33,262.67,0.72,-36.28,2.37,8.72,2.73,4.06,2410.1,2360.53,145.5,42.3,5932.01,61.09,10.82,4.0,,,,,,,,,,,,,,,,,,,,,,,2023-04-20,72.0,15.4,,213.64,a761c1e8-96e0-4b61-9be3-5d72953d392b,ATHLETE_1056,3
2022-02-20,Pro,70+,,36.01,6158.36,5388.34,53.4,6594.84,465.5,235.75,0.61,-32.24,-6.81,-19.41,-8.26,-2.58,2546.0,2301.8,314.25,36.07,5661.65,56.11,-6.51,-2.42,3063.8,2074.21,1286.4,1424.6,1684.9,57107.47,31.83,2.85,175.94,,,,,,,,,,,,,,2022-02-20,72.2,13.5,2.1,222.0,7b89bd06-e271-4cc4-9206-26ebe8cafd8a,ATHLETE_1058,1
2022-12-28,Pro,70+,,37.85,7832.29,5662.77,56.25,7744.93,422.67,220.33,0.73,-29.01,-7.15,-14.72,-9.02,0.52,2751.4,2519.92,247.92,35.67,5197.0,51.63,-14.78,5.06,3441.5,2453.97,1564.4,1928.2,2316.1,46660.84,36.28,2.98,197.73,,,,,59.0,62.0,46.5,36.5,55.5,54.0,,,,2022-12-28,74.9,24.1,2.49,221.47,7b89bd06-e271-4cc4-9206-26ebe8cafd8a,ATHLETE_1058,2
2023-04-20,Pro,70+,,36.36,5404.35,5564.17,54.74,4675.63,507.33,241.33,0.59,-29.34,-3.48,-8.16,-4.62,-0.78,2632.6,2037.0,452.43,35.37,5521.64,54.32,-4.87,-1.55,,,,,,,,,,,,,,61.0,56.0,,,,,,,,2023-04-20,74.1,23.8,,223.63,7b89bd06-e271-4cc4-9206-26ebe8cafd8a,ATHLETE_1058,3
2022-06-01,Pro,70+,,52.2,6940.54,6083.87,73.57,10417.2,439.25,227.5,0.87,-33.66,10.03,19.01,9.16,-5.14,2439.44,2441.54,107.71,47.13,5982.52,72.34,10.43,-1.23,4453.6,3643.77,2403.5,3364.1,3578.5,50532.95,39.97,3.71,255.49,,,,,59.0,61.0,67.8,66.5,57.1,41.2,,,,2022-05-31,71.8,10.8,4.49,181.94,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,1
2022-10-04,Pro,65-70,,48.84,6253.28,5761.73,67.03,7875.59,468.0,237.5,0.75,-34.1,9.64,14.65,11.4,5.3,2330.62,2314.17,182.81,44.47,5743.53,66.82,11.72,3.73,,,,,,62967.96,40.25,3.79,257.93,,,,,60.0,62.0,64.0,68.8,57.0,56.9,,,,2022-10-03,69.6,18.6,,189.11,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,2
2022-11-09,Pro,70+,,49.16,5968.25,5616.28,64.74,8788.11,490.25,253.5,0.75,-40.35,9.97,6.06,11.62,8.75,2565.31,2567.9,160.19,46.78,5659.73,65.24,7.69,6.48,4378.7,3527.48,1867.0,2662.0,3207.4,62437.28,40.62,3.79,268.91,,,,,,,,,,,,,,2022-11-17,71.1,17.9,4.15,190.85,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,3
2023-01-03,Pro,70+,,51.88,5839.09,5876.67,67.95,8279.88,495.0,254.5,0.76,-39.76,2.83,4.46,6.06,13.72,2487.01,2491.3,172.65,47.36,5934.61,68.62,-1.76,8.98,4616.4,3769.11,2175.9,3013.8,3385.0,53279.26,42.96,3.7,264.04,,,,,69.0,59.0,69.7,71.4,51.6,50.6,,,,2023-01-05,73.0,12.0,4.44,190.28,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,4
2023-02-07,Pro,70+,,53.59,5788.99,5937.94,68.52,9063.76,502.75,261.0,0.79,-44.66,1.66,1.34,8.36,12.34,2719.48,2741.95,159.54,49.66,6232.79,71.92,0.97,8.29,4990.0,4142.22,2469.6,3300.7,3846.0,66990.03,44.43,4.12,298.02,,,,,71.0,61.0,63.5,61.1,62.3,50.4,,,,2023-02-16,73.0,12.8,4.87,190.65,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,5
2023-04-01,Pro,70+,,53.84,6119.42,5872.83,67.03,9863.56,489.25,263.25,0.78,-43.5,4.08,3.4,5.42,6.9,2787.3,2804.55,145.77,50.68,6125.23,69.91,6.84,6.04,4959.8,4100.54,2670.6,3393.9,3713.7,,,,,,,,,71.0,69.0,65.3,73.8,83.4,50.5,,,,2023-03-30,73.4,8.8,4.77,192.76,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,6
2023-10-11,Pro,65-70,,49.34,6423.99,5647.08,64.15,9654.74,490.75,257.0,0.74,-39.63,1.41,2.51,4.15,7.36,2570.26,2589.73,44.59,43.31,5623.37,63.87,4.98,4.09,4603.8,3743.76,2475.7,3156.2,3460.4,45967.46,46.67,3.61,258.63,,,,,60.0,62.0,71.0,73.8,56.7,50.2,,,,2023-10-09,68.7,20.5,4.34,193.69,6945a975-cdcf-4d49-b8e3-beb089c36fcb,ATHLETE_1059,7
2022-07-12,Pro,70+,,43.94,5476.89,5448.51,58.07,7907.48,476.5,272.0,0.7,-43.46,-9.89,2.03,-9.49,-10.59,2417.19,2424.91,47.35,35.01,4794.28,51.1,-2.03,-11.61,4689.3,3758.26,1648.4,2507.4,3107.2,39204.19,34.17,2.21,142.73,,,,,55.0,57.0,54.2,59.0,53.7,42.0,,,,2022-07-11,74.1,36.4,4.08,206.43,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,1
2022-08-11,Pro,70+,,42.91,5900.5,5418.2,57.24,8397.58,466.5,259.5,0.68,-41.45,-11.25,-0.48,-7.89,-8.61,2488.44,2501.36,74.54,38.25,5284.17,55.82,4.86,-8.47,4847.9,3926.47,980.9,1562.8,2439.7,116944.01,30.77,2.17,132.27,,,,,53.0,53.0,45.3,59.3,54.8,60.0,,,,2022-08-09,75.4,31.1,4.23,208.27,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,2
2023-02-17,Pro,<65,,42.76,5591.94,5763.12,57.18,7910.76,496.0,277.5,0.68,-43.99,-11.28,-5.16,-13.83,-6.52,2485.5,2533.7,76.57,40.85,5795.84,57.51,-4.96,-6.97,5163.4,4174.89,2365.4,2903.3,3465.4,23027.35,29.07,2.19,135.41,,,,,60.0,57.0,54.1,53.5,55.4,55.2,,,,2023-02-16,61.5,38.0,4.22,221.74,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,3
2023-03-30,Pro,70+,,45.16,5443.81,5831.19,58.29,7881.65,492.0,288.0,0.67,-46.3,-10.11,1.37,-13.93,-9.1,2553.5,2583.3,62.9,43.15,5476.52,54.75,-0.4,-9.31,5137.9,4161.16,1693.5,1991.0,2598.3,,,,,,,,,65.0,57.0,60.3,55.8,42.3,48.8,,,,2023-03-30,75.1,34.2,4.24,220.09,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,4
2023-11-03,Pro,70+,,44.28,4975.6,5589.33,57.19,8120.94,499.5,286.0,0.74,-51.88,-8.88,1.51,-8.12,-11.39,2603.76,2640.87,60.55,42.51,5479.82,56.07,2.66,-11.08,5328.7,4375.2,1114.6,1185.2,1380.5,36123.83,28.84,2.3,139.9,,,,,61.0,57.0,53.7,57.3,57.8,51.2,,,,2023-10-23,75.9,35.6,4.57,215.01,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,5
2024-01-06,Pro,70+,,43.55,5158.69,5546.96,57.17,7642.85,503.67,299.33,0.68,-48.69,0.15,17.9,-5.7,-17.9,2568.71,2604.12,95.15,38.35,5221.0,53.82,12.32,-14.69,4997.3,4047.92,1227.4,1307.2,1393.1,27744.98,31.02,1.99,118.78,,,,,62.0,59.0,62.3,62.6,56.0,56.2,,,,2024-01-09,74.9,22.1,4.25,213.44,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,6
2024-03-29,Pro,70+,,46.29,5633.67,5815.24,58.58,7348.69,508.67,286.33,0.73,-45.7,-2.65,2.85,-3.53,-2.48,2677.02,2721.55,145.11,40.44,5703.89,57.47,9.4,-4.25,5199.0,4227.06,1567.5,2405.2,3315.2,99675.31,34.56,2.28,149.25,,,,,65.0,58.0,51.3,55.1,62.0,79.2,,,,2024-03-19,70.9,28.6,4.34,218.37,e7c4f4e4-a344-47cd-b284-30bc6acbd9cd,ATHLETE_1061,7
2022-09-13,Pro,65-70,,48.89,4981.35,4378.0,64.42,6118.25,474.5,236.75,0.71,-36.93,6.27,8.81,1.42,-6.71,2027.36,2031.02,190.85,44.07,4271.3,62.85,3.86,-3.02,,,,,,64841.83,41.1,3.93,281.48,,,,,61.0,60.0,39.9,39.9,52.9,47.0,,,,2022-09-12,67.3,22.8,,149.51,184b7930-7cd2-44e7-9bfa-8abc5f0c23da,ATHLETE_1063,1
2022-10-27,Pro,70+,,49.68,6875.64,4908.67,67.52,9202.53,457.0,206.25,0.75,-30.98,4.18,13.22,1.96,-4.83,2327.62,2309.66,178.89,42.2,4726.7,65.02,8.61,-5.48,3401.6,2688.07,1489.8,1856.6,2231.0,55651.79,29.43,3.37,216.89,,,,,69.0,55.0,43.4,52.0,58.1,63.0,,,,2022-11-01,70.6,27.7,3.77,159.94,184b7930-7cd2-44e7-9bfa-8abc5f0c23da,ATHLETE_1063,2
2022-12-06,Pro,65-70,,50.3,5445.52,4533.17,62.66,7286.02,499.25,237.25,0.7,-38.95,3.6,9.66,-0.64,-6.57,2300.4,2302.78,185.73,45.08,4503.94,62.25,8.64,-5.7,3677.6,2970.34,1760.8,2311.1,2645.7,56024.73,32.77,3.47,226.91,,,,,70.0,64.0,41.6,40.0,59.6,63.3,,,,2022-12-15,69.7,29.1,4.19,159.17,184b7930-7cd2-44e7-9bfa-8abc5f0c23da,ATHLETE_1063,3
2023-02-23,Pro,70+,,45.9,7467.15,6426.35,62.46,9535.11,436.25,262.0,0.67,-36.83,20.5,19.31,9.19,0.81,2814.93,2821.62,72.33,,,,,,3962.7,2947.81,1938.1,2652.0,3160.8,,,,,,,,,66.0,59.0,59.2,65.1,53.4,62.4,,,,2023-02-23,76.8,25.0,2.92,226.38,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,1
2023-04-11,Pro,70+,,43.96,7144.15,5924.72,56.56,9646.59,458.5,276.25,0.62,-38.54,4.81,12.07,3.18,-2.05,2808.44,2822.7,75.22,37.71,5823.16,55.59,23.03,1.94,3821.6,2799.85,2033.7,2668.9,3009.7,29410.23,23.52,2.43,127.84,,,,,58.0,58.0,68.5,56.8,60.6,67.5,,,,2023-04-11,77.8,17.1,2.73,230.47,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,2
2023-10-04,Pro,70+,,41.14,7780.41,5655.3,53.0,10091.07,437.67,275.33,0.63,-37.35,7.38,14.26,4.7,1.93,2909.24,2967.29,75.89,36.29,5694.82,53.37,17.42,2.78,4258.8,3212.82,2072.4,2647.5,2991.4,78608.2,58.02,2.31,125.95,,,,,57.0,52.0,66.1,71.6,49.6,62.1,,,,2023-10-03,76.2,17.7,3.07,234.74,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,3
2023-11-29,Pro,70+,,42.3,7929.64,5842.96,55.14,11927.45,422.25,268.75,0.67,-37.81,14.27,21.97,4.39,-2.11,2954.37,3038.0,40.31,37.12,5713.74,53.92,25.22,1.06,4226.9,3185.73,2288.51,2807.65,3047.76,82561.91,25.6,2.69,141.97,,,,,66.0,57.0,65.8,65.8,65.0,63.8,,,,2023-11-30,77.7,17.5,3.07,233.13,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,4
2024-01-10,Pro,70+,,40.63,6863.62,5490.06,52.15,9786.91,442.0,287.0,0.64,-40.78,14.37,23.19,7.26,5.6,2776.96,2837.72,48.7,31.25,5593.98,53.14,32.71,6.3,4128.3,3096.84,1681.0,1820.2,2126.4,71135.22,25.94,2.44,131.16,,,,,69.0,57.0,64.1,69.8,63.8,74.2,,,,2024-01-09,77.6,22.7,3.0,231.59,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,5
2024-03-06,Pro,70+,,41.12,6403.15,5419.77,52.04,9238.84,456.67,296.67,0.66,-43.38,14.54,14.5,6.81,2.37,2809.69,2849.18,73.4,35.54,5468.35,52.51,21.1,4.84,4251.0,3230.03,1918.8,2438.5,2734.1,55614.75,26.62,2.55,147.86,,,,,66.0,56.0,60.8,68.7,58.7,67.2,,,,2024-03-05,76.9,21.1,3.16,229.13,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,6
2024-04-23,Pro,70+,,41.8,6678.2,5493.08,53.16,9353.07,454.67,297.0,0.59,-40.37,12.29,16.49,1.87,-2.65,2751.22,2770.95,81.12,37.48,5512.9,53.35,16.77,-0.23,4060.2,3044.62,2114.0,2842.1,2951.0,49766.05,25.16,2.58,140.61,1551.41,1028.45,-7.8,-6.43,67.0,53.0,52.9,57.1,66.4,83.7,,,,2024-04-22,77.5,26.9,3.0,227.35,70ffd727-f23b-4b7b-b3d9-c969930f862c,ATHLETE_1082,7
2023-06-02,Pro,,85-90,41.97,5057.28,5278.45,59.97,5902.79,509.25,275.75,0.55,-37.13,11.58,23.21,14.0,8.37,2102.94,2033.34,153.15,39.94,5132.36,58.32,24.14,6.74,4451.0,3592.72,1263.1,1556.3,2133.2,35241.77,37.08,2.59,174.61,,,,,46.0,43.0,36.1,40.8,20.4,43.8,2023-06-01,89.6,38.0,,,,4.16,193.62,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,1
2023-07-18,Pro,,85-90,42.84,5678.98,5374.58,60.14,6984.05,467.75,277.0,0.61,-38.13,13.41,16.22,13.97,15.76,2191.31,2199.99,36.34,39.01,5309.83,59.42,9.74,13.59,4397.4,3526.18,1724.5,2385.8,2786.7,35918.64,36.54,2.49,163.51,,,,,53.0,47.0,38.2,50.7,45.2,65.4,2023-07-17,88.6,39.5,,,,4.02,196.61,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,2
2023-10-06,Pro,,85-90,38.13,5704.22,5234.7,55.75,7254.58,472.75,264.25,0.6,-37.9,14.45,22.61,14.77,11.85,2287.4,2247.05,83.97,35.19,4850.49,51.66,14.89,11.0,4558.6,3641.78,1993.6,2891.5,3315.4,33206.11,36.81,2.5,167.15,,,,,54.0,52.0,45.5,49.0,42.1,52.1,2023-10-03,89.6,48.2,,,,3.95,206.58,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,3
2023-11-17,Pro,,90+,39.37,5197.58,5219.75,57.43,6527.61,501.0,269.33,0.59,-39.95,13.99,18.97,12.4,7.47,2182.43,2188.26,111.93,36.98,5057.06,55.64,17.25,9.45,4413.77,3519.7,2119.95,2770.73,3006.79,43023.77,36.95,2.54,170.34,,,,,77.0,62.0,38.3,44.9,39.0,51.4,2023-11-14,91.1,47.5,,,,3.95,199.96,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,4
2023-12-29,Pro,,90+,39.49,5848.47,5460.78,57.38,7553.5,492.75,275.75,0.59,-39.45,12.47,18.49,13.92,11.61,2343.66,2345.97,39.72,37.27,5308.11,55.77,19.02,9.55,4570.79,3630.82,1756.95,2330.34,2708.9,42836.78,35.09,2.6,172.4,,,,,55.0,54.0,43.0,51.8,43.9,63.6,2024-01-02,92.1,46.9,,,,3.89,209.4,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,5
2024-02-09,Pro,,90+,39.67,5541.44,5409.07,56.99,7212.36,516.25,277.0,0.61,-39.86,12.84,21.25,13.56,6.86,2282.64,2283.1,74.75,37.11,5383.87,56.74,13.27,5.66,4285.8,3353.09,2056.1,2822.1,3152.4,31826.74,35.61,2.46,161.43,,,,,56.0,58.0,44.7,51.0,36.7,59.2,2024-02-12,90.2,42.9,,,,3.6,208.82,16c26fd0-47a6-4de3-bd5e-c28ed7d248e5,ATHLETE_1090,6
2023-07-25,Pro,,<80,44.18,5693.88,5549.94,61.95,6321.32,565.33,255.67,0.56,-32.2,-1.49,2.78,-0.84,-6.33,2220.8,2211.54,380.87,37.05,5622.13,62.75,12.29,-4.16,4386.7,3514.69,1715.1,2207.7,2857.8,44000.59,29.31,2.61,157.99,,,,,,,,,,,2023-07-24,74.7,25.5,,,,4.0,197.1,be707829-8fde-4500-853d-5367de18862c,ATHLETE_1094,1
