test_date,playing_level,bat_speed_mph_group,pitch_speed_mph_group,jump_height_(imp-mom)_[cm]_mean_cmj,lower-limb_stiffness_[n/m]_mean_cmj,peak_power_[w]_mean_cmj,peak_power_/_bm_[w/kg]_mean_cmj,eccentric_braking_rfd_[n/s]_mean_cmj,eccentric_duration_[ms]_mean_cmj,concentric_duration_[ms]_mean_cmj,rsi-modified_[m/s]_mean_cmj,countermovement_depth_[cm]_mean_cmj,"cmj_stiffness_asymmetry_[%_l,r]_mean_cmj","eccentric_deceleration_impulse_(asymmetry)_[%_l,r]_mean_cmj","p1_concentric_impulse_asymmetry_[%_l,r]_mean_cmj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_cmj",concentric_peak_force_[n]_mean_cmj,eccentric_peak_force_[n]_mean_cmj,minimum_eccentric_force_[n]_mean_cmj,jump_height_(imp-mom)_[cm]_mean_sj,peak_power_[w]_mean_sj,peak_power_/_bm_[w/kg]_mean_sj,"p1_concentric_impulse_asymmetry_[%_l,r]_mean_sj","p2_concentric_impulse_asymmetry_[%_l,r]_mean_sj",peak_vertical_force_[n]_max_imtp,net_peak_vertical_force_[n]_max_imtp,force_at_100ms_[n]_max_imtp,force_at_150ms_[n]_max_imtp,force_at_200ms_[n]_max_imtp,best_active_stiffness_[n/m]_mean_ht,best_jump_height_(flight_time)_[cm]_mean_ht,best_rsi_(flight/contact_time)_mean_ht,best_rsi_(jump_height/contact_time)_[m/s]_mean_ht,peak_takeoff_force_[n]_mean_pp,peak_eccentric_force_[n]_mean_pp,"peak_takeoff_force_asymmetry_[%_l,r]_mean_pp","peak_eccentric_force_asymmetry_[%_l,r]_mean_pp",TSpineRomR,TSpineRomL,ShoulderERL,ShoulderERR,ShoulderIRL,ShoulderIRR,pitching_session_date,pitch_speed_mph,pitching_max_hss,hitting_session_date,bat_speed_mph,hitting_max_hss,relative_strength,body_weight_[lbs],athlete_uid,athlete_id,session_num
2023-11-22,High School,<65,,51.53,4155.29,4627.26,64.86,4955.42,496.75,272.25,0.67,-40.46,8.6,6.15,9.32,0.33,1803.18,1760.75,83.75,46.92,4497.52,63.05,10.99,-1.12,2537.27,1837.96,1503.77,1933.27,2009.27,27773.48,36.81,2.9,192.09,,,,,60.0,60.0,47.5,44.8,53.0,57.9,,,,2023-12-04,64.9,22.0,2.63,156.95,b57dca79-dfa8-40d3-99b9-b3ab9edd12cd,ATHLETE_0511,6
2021-11-03,High School,<65,,37.85,4476.37,4486.39,55.71,5409.69,505.75,320.0,0.47,-42.27,-9.17,-9.99,-10.39,-13.09,2018.84,2003.28,104.1,38.07,4892.73,60.75,-6.25,-11.04,3071.2,2283.04,1135.8,1442.6,1702.2,52328.3,24.71,2.85,166.74,,,,,48.0,49.0,53.4,48.9,48.7,49.0,,,,2021-11-02,57.9,16.3,2.89,177.19,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,1
2021-12-16,High School,<65,,39.93,4612.19,4809.83,57.84,5928.68,494.0,315.75,0.54,-42.37,-6.47,-9.79,-9.56,-10.25,2086.25,2028.2,69.85,38.3,5304.03,63.78,-16.35,-14.9,3316.6,2502.65,1160.6,1417.7,1697.8,50062.43,31.26,2.86,176.86,,,,,50.0,53.0,43.6,44.9,60.1,55.4,,,,2021-12-16,61.3,10.5,3.07,182.95,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,2
2022-01-28,High School,<65,,40.14,4616.39,4551.04,55.94,5912.41,471.25,318.5,0.61,-43.63,-0.36,-3.84,2.19,2.45,2055.34,2054.46,42.85,40.56,5029.51,61.82,-19.0,-4.13,3506.7,2707.65,1133.9,1368.2,1741.8,70933.9,30.96,2.89,175.06,,,,,51.0,48.0,40.7,48.7,74.4,64.8,,,,2022-01-20,61.8,10.7,3.39,178.99,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,3
2022-08-02,High School,<65,,43.46,4973.76,5134.35,60.12,6732.48,483.0,309.5,0.61,-41.5,-15.65,-14.38,-17.65,-9.78,2128.13,2121.13,58.88,39.91,5309.24,62.17,-18.34,-14.49,3579.9,2746.04,1226.8,1638.9,1995.3,77956.66,23.09,2.89,150.88,,,,,53.0,52.0,41.8,53.7,68.2,63.2,,,,2022-08-04,61.5,15.3,3.28,187.88,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,4
2023-01-18,High School,<65,,45.7,4815.23,5031.2,59.5,6676.0,506.0,308.5,0.61,-44.15,-22.69,-22.71,-18.66,-11.18,2203.24,2201.12,76.45,42.81,5305.51,62.75,-17.89,-13.06,4161.7,3330.88,1721.3,2244.3,2797.2,76366.43,33.79,3.45,207.26,,,,,62.0,60.0,,54.1,,59.0,,,,2023-01-17,63.8,16.7,4.02,186.03,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,5
2023-12-15,High School,65-70,<80,44.79,5584.78,5191.14,61.43,7928.68,440.33,280.0,0.74,-41.31,-14.08,-19.9,-11.59,-7.94,2320.05,2334.89,27.55,43.29,5690.62,67.34,-26.09,-12.76,4113.27,3283.53,1633.72,1991.1,2339.29,0.0,34.3,3.44,220.05,,,,,50.0,50.0,50.2,65.3,55.9,52.5,2023-12-14,77.9,24.8,2023-12-14,65.3,10.5,3.96,185.92,e24f29b6-b8e8-473d-8044-bf5779893afb,ATHLETE_0512,6
2021-11-13,High School,<65,,30.85,2976.18,3313.99,43.15,3204.09,624.5,379.25,0.37,-46.9,-0.03,12.1,0.97,-6.54,1620.18,1617.74,221.42,28.63,3283.82,42.76,2.99,0.83,3408.0,2655.73,1027.1,1159.7,1371.6,19981.06,27.54,1.97,107.82,,,,,56.0,55.0,41.0,34.4,36.5,50.6,,,,2021-11-16,57.4,26.0,3.53,168.96,d2a636aa-6148-431b-bca8-a14322813a7f,ATHLETE_0513,1
2021-12-30,High School,<65,,31.88,3665.37,3517.44,44.67,4408.39,575.75,352.75,0.39,-45.69,6.16,8.28,9.06,4.79,1734.63,1770.07,94.26,28.39,3293.68,41.83,4.84,6.81,3408.6,2635.25,1392.7,1641.8,1960.3,16128.11,23.86,1.93,105.84,,,,,44.0,57.0,37.4,44.6,53.8,73.2,,,,2022-01-11,58.5,28.7,3.41,173.25,d2a636aa-6148-431b-bca8-a14322813a7f,ATHLETE_0513,2
2022-09-10,High School,<65,,33.05,4101.77,4262.32,47.57,3795.37,566.5,326.0,0.44,-35.52,6.03,8.07,5.5,4.24,1904.27,1780.3,316.21,29.84,3944.96,44.03,5.03,3.55,3414.5,2538.67,1236.2,1605.5,2085.8,48784.6,25.6,2.09,113.88,,,,,61.0,59.0,39.3,45.5,37.2,57.2,,,,2022-09-08,62.5,28.1,2.89,197.12,d2a636aa-6148-431b-bca8-a14322813a7f,ATHLETE_0513,3
2022-05-21,High School,<65,,42.84,4641.62,4060.42,55.26,6903.92,455.0,284.5,0.68,-44.85,1.81,-0.83,2.33,-1.03,2131.11,2136.51,57.86,39.83,4125.03,56.14,-4.09,1.12,3793.9,3071.05,1663.9,2431.8,2831.4,49622.28,30.52,2.84,179.04,,,,,67.0,70.0,40.8,64.5,33.6,46.5,,,,2022-05-19,64.1,28.4,4.26,161.66,8934548c-9fb0-4c85-8d9f-894533487d92,ATHLETE_0525,1
2022-07-06,High School,<65,,44.24,4568.64,4110.76,56.31,6109.28,451.0,287.75,0.66,-43.04,-0.62,-2.58,1.09,-0.7,2010.08,2009.81,44.81,39.19,3859.75,52.87,-0.49,3.6,3682.4,2952.79,1489.8,1943.4,2536.5,30401.64,29.43,2.49,151.11,,,,,47.0,50.0,37.8,46.6,31.3,41.8,,,,2022-07-08,65.0,23.4,4.12,160.62,8934548c-9fb0-4c85-8d9f-894533487d92,ATHLETE_0525,2
2022-08-23,High School,65-70,,43.56,3923.57,4248.77,55.75,5383.54,486.5,324.5,0.64,-48.57,-0.02,-3.2,2.34,4.66,1920.47,1931.39,30.65,38.56,4049.1,53.13,-1.64,7.15,3841.6,3097.96,1849.8,2178.3,2845.7,23037.26,38.44,2.62,173.36,,,,,61.0,51.0,37.0,39.1,40.1,54.8,,,,2022-08-26,66.7,32.7,4.14,167.68,8934548c-9fb0-4c85-8d9f-894533487d92,ATHLETE_0525,3
2023-10-21,High School,65-70,,46.76,4981.16,4821.69,57.7,8876.14,481.25,313.25,0.72,-51.33,-4.43,0.57,-3.16,-0.36,2542.99,2560.34,6.79,43.65,4900.65,58.64,-1.02,0.59,4643.9,3818.67,2030.5,2538.7,3295.4,29276.3,35.61,2.55,162.14,,,,,54.0,62.0,49.5,50.4,54.3,64.8,,,,2023-10-16,66.8,28.4,4.66,183.85,8934548c-9fb0-4c85-8d9f-894533487d92,ATHLETE_0525,4
2022-06-08,High School,70+,,48.87,5043.85,5531.63,65.93,5484.68,512.25,261.0,0.65,-38.15,3.37,8.26,6.82,2.82,2269.69,2193.46,261.49,43.08,5246.44,62.53,16.24,1.94,4005.5,3173.8,1582.5,2010.7,2463.7,41434.02,37.04,2.43,159.33,,,,,56.0,47.0,42.4,42.4,44.7,35.4,,,,2022-06-09,71.0,24.6,3.86,184.6,d27f623a-39a3-43e9-aec8-5af4998fd0f5,ATHLETE_0530,1
2022-10-11,High School,65-70,,45.77,5934.17,5277.07,63.19,6550.0,436.75,256.0,0.69,-35.0,1.43,13.73,4.13,-3.6,2239.94,2243.39,166.84,40.51,5103.43,61.1,17.13,-0.35,3862.3,3046.68,1127.6,1529.1,1966.0,34767.62,36.81,2.62,170.94,,,,,58.0,59.0,43.2,45.9,44.8,41.3,,,,2022-10-13,69.9,27.2,3.72,183.74,d27f623a-39a3-43e9-aec8-5af4998fd0f5,ATHLETE_0530,2
2023-03-23,High School,,<80,47.99,5685.38,5300.44,61.77,7735.4,459.25,274.75,0.7,-40.85,-2.55,3.57,1.63,4.02,2436.78,2446.47,123.19,39.32,5145.2,59.96,22.67,4.63,4209.7,3369.37,1714.8,2307.3,2781.9,47057.97,36.01,2.94,191.53,,,,,55.0,55.0,50.6,50.0,46.4,45.1,2023-03-09,80.0,44.7,,,,4.0,188.78,d27f623a-39a3-43e9-aec8-5af4998fd0f5,ATHLETE_0530,3
2022-06-21,High School,<65,,38.56,5392.96,4511.76,55.68,6618.5,449.0,277.75,0.54,-37.79,9.95,9.73,10.53,-0.08,2084.03,2102.99,87.68,37.71,4505.09,55.6,4.02,1.55,3337.2,2538.64,2229.7,2705.1,2573.1,52698.37,27.81,2.6,150.87,,,,,62.0,53.0,45.8,40.4,46.2,52.3,,,,2022-06-28,64.7,25.6,3.19,178.27,26bd7f15-627d-4a4f-b8ce-9e3e72218fc5,ATHLETE_0534,1
2022-08-04,High School,65-70,,39.77,5594.01,4814.9,57.61,8107.02,446.0,279.5,0.6,-39.85,3.57,-4.58,4.27,3.36,2225.53,2243.31,36.59,36.49,4643.25,55.55,2.25,9.21,3725.5,2910.08,1310.4,1762.8,2178.0,43179.1,30.16,2.76,163.29,,,,,63.0,67.0,43.6,46.8,60.9,58.5,,,,2022-08-01,68.9,27.8,3.55,183.88,26bd7f15-627d-4a4f-b8ce-9e3e72218fc5,ATHLETE_0534,2
2023-01-05,High School,65-70,,45.1,5239.21,5102.22,60.61,7493.21,475.0,304.75,0.6,-42.09,0.02,2.5,1.93,-6.32,2281.11,2295.3,92.74,41.19,5157.63,61.27,5.57,-1.13,3745.1,2920.46,1299.0,1378.4,1501.7,46319.38,32.01,2.76,171.11,,,,,70.0,63.0,47.0,51.0,45.4,52.7,,,,2023-01-05,69.1,21.8,3.54,185.2,26bd7f15-627d-4a4f-b8ce-9e3e72218fc5,ATHLETE_0534,3
2022-06-29,High School,<65,,23.21,2031.76,2346.07,35.63,1535.23,727.67,457.33,0.21,-44.69,5.35,-8.24,0.54,-2.6,1241.29,1204.51,319.8,21.6,2353.65,35.75,5.22,-3.69,,,,,,36931.99,57.69,2.16,118.63,,,,,54.0,67.0,27.4,21.4,20.7,17.3,,,,2022-06-28,44.5,14.8,,144.85,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,1
2022-06-30,High School,<65,,,,,,,,,,,,,,,,,,,,,,,2035.2,1394.83,782.1,875.0,973.6,,,,,,,,,,,,,,,,,,2022-06-28,44.5,14.8,,,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,2
2022-08-11,High School,<65,,24.08,3020.09,2791.76,41.12,1643.73,622.0,276.5,0.29,-23.96,1.08,-11.64,-5.97,18.65,1433.78,1159.38,447.2,20.29,2368.7,34.89,0.39,1.45,2534.0,1870.68,1036.2,1307.6,1699.3,26617.31,18.43,1.79,83.53,,,,,65.0,68.0,21.6,23.0,24.9,18.1,,,,2022-08-18,49.4,17.1,2.81,149.36,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,3
2022-11-19,High School,<65,,31.81,3595.18,3042.58,45.15,3414.13,506.25,303.5,0.4,-34.23,-0.96,-1.64,0.61,-2.93,1363.79,1302.07,73.75,30.13,2838.31,42.12,8.19,-8.08,,,,,,49387.16,24.6,2.4,127.22,,,,,64.0,64.0,22.7,27.3,32.3,24.1,,,,2022-11-28,51.4,11.0,,148.26,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,4
2023-01-13,High School,<65,,33.99,2913.54,3224.1,46.52,2550.71,582.25,337.75,0.37,-38.18,-2.74,-1.9,-3.04,-8.05,1397.33,1368.7,255.6,31.46,3081.84,44.47,7.0,-7.8,2945.4,2267.17,780.8,887.9,1033.0,38988.76,23.62,2.57,138.89,,,,,78.0,61.0,27.1,25.7,34.8,23.6,,,,2023-01-09,53.5,15.7,3.34,152.46,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,5
2023-02-18,High School,<65,,35.04,3349.88,3238.35,47.04,3698.86,538.5,323.0,0.41,-39.72,2.71,1.4,0.73,-5.68,1497.73,1497.67,166.7,31.96,3275.25,47.58,4.13,-2.18,2855.0,2178.83,1883.3,1890.7,1983.6,45264.14,24.93,2.69,146.99,,,,,55.0,60.0,33.8,33.1,31.9,27.2,,,,2023-02-17,52.5,22.8,3.23,151.45,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,6
2023-08-16,High School,<65,,31.83,3262.29,3419.13,45.75,3912.76,577.75,346.5,0.36,-43.68,11.65,11.83,5.47,-8.78,1692.55,1696.28,274.14,28.56,3268.47,43.74,14.62,-7.25,3052.4,2322.79,967.0,1014.8,1117.0,48079.76,21.73,2.37,121.32,,,,,67.0,57.0,48.5,40.9,65.4,48.5,,,,2023-08-15,60.5,17.3,3.17,164.41,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,7
2023-09-30,High School,<65,,37.06,3705.71,3854.19,49.59,4435.94,541.5,320.0,0.48,-43.6,11.55,6.34,9.53,-5.19,1797.22,1797.48,188.05,31.47,3533.01,45.46,11.99,-5.94,3302.2,2543.85,1024.8,1112.8,1424.4,52068.79,24.49,2.76,152.08,,,,,65.0,58.0,37.9,33.7,38.8,33.1,,,,2023-09-18,56.0,15.9,3.34,170.98,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,8
2023-11-11,High School,<65,,37.1,4386.48,3842.2,48.18,6310.28,495.0,321.25,0.49,-44.65,11.11,2.29,8.73,-3.03,1957.31,1969.13,14.94,33.33,3596.21,45.1,6.49,-2.25,3035.06,2251.61,1441.81,1779.47,2152.1,38474.02,26.73,2.54,135.24,,,,,62.0,66.0,33.7,31.9,36.5,32.5,,,,2023-10-30,59.3,20.2,2.88,175.45,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,9
2024-01-12,High School,<65,,32.79,4356.62,3607.14,44.61,6288.57,513.33,328.67,0.43,-47.09,8.99,6.9,3.64,-5.85,2096.77,2117.82,69.46,27.33,3189.85,39.45,8.12,-5.92,3043.1,2253.08,1041.2,1107.4,1275.7,47216.67,20.31,2.41,121.11,,,,,63.0,61.0,36.5,36.1,38.6,35.4,,,,2024-01-04,63.3,16.9,2.84,177.89,a0fa354b-053b-44cf-b351-e0925f856a5a,ATHLETE_0539,10
2022-08-02,High School,<65,,29.05,3192.97,3859.0,45.53,2956.66,698.5,333.0,0.3,-35.43,-7.95,-15.11,-16.26,-6.2,1721.74,1665.49,535.74,25.76,3639.12,42.93,-1.81,-9.41,2546.9,1720.1,930.8,1018.7,1155.7,27249.97,20.31,1.61,79.63,,,,,55.0,45.0,25.3,29.2,22.7,33.4,,,,2022-07-26,50.2,20.8,2.07,186.47,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,1
2022-09-03,High School,<65,,25.31,3785.69,3615.8,42.88,4146.28,584.67,341.0,0.29,-39.14,-15.78,5.94,-19.99,-47.34,1806.89,1802.9,321.25,22.22,3373.7,40.01,8.05,-32.62,,,,,,29453.0,14.93,1.29,54.93,,,,,61.0,54.0,26.5,33.7,32.8,44.0,,,,2022-09-12,56.0,17.5,,185.53,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,2
2023-04-08,High School,<65,,30.76,5477.34,4642.02,51.14,5566.82,503.75,269.25,0.42,-29.03,-7.34,-9.81,-13.58,-4.59,2064.03,1898.43,310.4,26.38,4174.95,45.99,0.48,-9.32,2534.7,1645.24,1260.6,1475.7,1750.8,38910.04,21.83,1.81,94.0,,,,,56.0,37.0,31.1,32.2,28.1,30.1,,,,2023-04-10,58.1,27.7,1.85,199.72,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,3
2023-08-08,High School,<65,<80,27.4,4990.14,4227.14,44.28,5226.56,540.25,302.5,0.36,-33.54,-9.44,-11.66,-12.08,-0.52,1978.59,1960.7,288.38,24.1,4187.62,43.86,-9.78,-3.91,2928.9,2004.13,1196.2,1371.6,1675.9,38262.27,18.17,1.77,83.99,,,,,58.0,44.0,34.2,33.9,30.3,36.4,2023-08-07,67.5,33.2,2023-08-09,59.6,24.1,2.14,210.03,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,4
2023-09-30,High School,<65,,30.95,5976.56,4808.73,50.02,6585.97,489.0,285.5,0.42,-31.56,-7.66,-10.16,-11.41,-3.93,2141.1,2113.84,234.86,27.51,4419.75,45.97,-4.41,-10.83,2912.6,1972.44,1538.0,1845.4,2149.7,42196.06,19.71,1.76,88.26,,,,,58.0,55.0,31.5,33.1,28.5,33.8,,,,2023-09-18,60.8,30.3,2.09,211.53,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,5
2023-11-11,High School,<65,,30.26,5700.89,4537.01,46.65,6446.7,508.0,304.5,0.38,-34.57,-12.85,-11.33,-12.25,-1.99,2139.79,2140.29,175.67,25.38,4103.96,42.2,-2.91,-8.41,3002.45,2047.77,1425.15,1587.35,1847.39,57910.55,18.84,1.9,90.94,,,,,64.0,48.0,32.2,32.7,38.2,36.2,,,,2023-11-06,61.8,31.5,2.15,213.95,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,6
2024-04-11,High School,<65,,30.73,4875.57,4320.9,48.38,6302.65,531.33,306.67,0.41,-37.43,-12.09,-7.54,-12.72,-0.8,1988.23,1989.9,163.8,26.67,4244.34,47.53,-3.31,-6.11,3158.6,2284.83,1419.1,1900.3,2246.2,23591.39,23.3,1.81,97.7,,,,,63.0,58.0,33.2,33.3,31.6,41.4,,,,2024-04-16,56.1,25.7,2.61,196.48,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,7
2024-08-01,High School,,<80,31.11,4274.39,4245.34,50.65,4905.87,520.0,325.0,0.38,-36.94,-5.22,-6.19,-14.74,-6.53,1868.89,1763.2,184.16,23.89,3849.97,45.93,-1.09,-5.09,2699.8,1875.26,1243.0,1546.7,1723.0,49618.51,17.33,2.04,92.02,743.57,743.57,2.75,2.74,60.0,56.0,,,,,2024-08-01,69.4,35.6,,,,2.28,184.4,8ec56890-f5d1-4b19-98a3-c1b4afe97740,ATHLETE_0546,8
2022-08-03,High School,<65,,29.02,2224.21,2449.07,42.1,2258.57,603.25,379.25,0.3,-41.6,-1.95,-3.62,-5.25,-1.0,1159.85,1132.37,208.25,25.04,2254.59,38.75,-7.28,-4.47,,,,,,15568.64,28.24,1.97,110.89,,,,,60.0,51.0,27.7,22.2,26.3,21.3,,,,2022-08-02,52.1,34.3,,128.0,2672ff0d-d896-484b-adb1-a6fa7845c012,ATHLETE_0547,1
2022-10-07,High School,<65,,28.96,3421.99,2732.26,42.61,4187.36,488.75,329.0,0.36,-38.2,-9.06,-4.31,-8.04,-4.67,1388.45,1388.6,83.42,23.46,2450.67,38.22,-14.14,0.19,2285.4,1657.77,817.3,974.8,1285.9,28569.23,24.38,2.04,112.39,,,,,42.0,51.0,34.3,26.2,29.8,35.4,,,,2022-10-06,55.8,32.7,2.64,141.09,2672ff0d-d896-484b-adb1-a6fa7845c012,ATHLETE_0547,2
2022-12-29,High School,<65,,28.2,3848.6,2985.26,42.23,4391.55,482.75,315.75,0.36,-36.13,-10.2,-6.92,-8.1,-4.0,1499.23,1498.68,109.25,23.43,2725.13,38.55,-15.51,-1.61,2618.7,1925.57,1080.6,1342.1,1712.0,24252.16,25.6,1.96,110.17,,,,,45.0,44.0,48.7,35.3,27.8,36.0,,,,2022-12-28,56.2,33.2,2.78,155.52,2672ff0d-d896-484b-adb1-a6fa7845c012,ATHLETE_0547,3
2023-12-29,High School,<65,<80,29.69,6077.28,3621.39,43.37,7796.53,437.33,273.0,0.43,-32.94,-9.02,-11.18,-6.04,10.12,2059.49,2081.07,88.16,22.75,3098.13,37.1,-7.09,0.22,3193.97,2372.37,1145.48,1283.86,1461.53,25322.99,29.67,2.19,130.99,,,,,44.0,46.0,39.6,34.4,32.8,33.4,2023-12-27,77.2,36.3,2023-12-27,61.1,32.2,2.9,183.7,2672ff0d-d896-484b-adb1-a6fa7845c012,ATHLETE_0547,4
2024-06-04,High School,,80-85,29.1,6620.36,3695.22,44.14,8197.4,418.33,260.33,0.46,-30.2,-11.99,-8.24,-11.0,-2.1,2026.3,2060.51,63.27,24.44,3336.37,39.86,-11.3,-1.15,3469.1,2647.89,1226.0,1457.9,1730.1,27976.92,25.04,2.06,113.56,1213.47,839.31,-27.97,-19.88,48.0,53.0,,30.6,,40.5,2024-06-04,80.9,32.9,,,,3.23,184.16,2672ff0d-d896-484b-adb1-a6fa7845c012,ATHLETE_0547,5
2022-08-16,High School,<65,,31.93,3566.44,3367.12,49.31,3036.96,595.75,280.5,0.4,-32.13,3.17,5.34,2.62,20.44,1530.33,1476.78,338.2,28.57,2971.95,43.52,2.58,15.65,2201.7,1536.42,899.7,1054.0,1189.1,34903.97,17.7,1.46,59.52,,,,,45.0,37.0,32.5,28.7,17.8,20.9,,,,2022-08-16,56.3,12.1,2.29,150.24,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,1
2022-10-14,High School,<65,,37.11,3443.87,3659.73,52.67,3280.56,586.25,284.5,0.44,-34.67,8.58,6.1,9.47,10.81,1568.21,1513.98,318.99,29.68,3394.87,48.87,11.38,13.02,2641.6,1961.31,956.0,1005.5,1067.0,27218.75,25.38,1.78,95.98,,,,,47.0,41.0,55.0,47.2,35.8,45.5,,,,2022-10-13,57.4,11.7,2.88,152.86,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,2
2022-11-22,High School,<65,,35.14,4693.55,3692.6,51.6,4894.33,492.5,260.5,0.48,-30.85,13.38,13.4,13.79,11.42,1734.09,1712.66,261.75,35.59,3579.28,50.02,10.66,10.82,3079.0,2376.06,1107.7,1428.0,1802.9,25102.6,27.89,2.18,124.36,,,,,49.0,43.0,37.0,40.8,39.5,37.7,,,,2022-11-21,56.5,16.7,3.39,157.43,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,3
2023-04-04,High School,<65,,35.13,4044.44,3473.24,47.66,4580.35,527.75,305.5,0.44,-39.8,15.21,13.9,13.13,12.27,1772.31,1769.42,161.2,30.27,3515.54,48.24,2.02,14.97,3286.4,2570.02,1077.8,1282.9,1517.8,27830.48,23.41,1.96,104.89,,,,,46.0,48.0,38.2,41.0,33.0,47.1,,,,2023-04-03,55.0,16.8,3.6,160.34,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,4
2023-06-06,High School,,<80,35.68,3996.79,3681.71,49.14,4131.89,544.75,299.0,0.48,-37.73,9.02,12.53,8.77,10.69,1713.25,1696.5,196.33,33.96,3708.46,49.49,0.22,7.98,3415.88,2677.93,1234.66,1459.21,1629.24,119650.62,22.77,2.16,113.1,,,,,48.0,48.0,35.7,40.6,31.8,55.5,2023-06-05,79.0,32.1,,,,3.64,164.85,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,5
2023-10-13,High School,<65,80-85,37.36,5627.21,4136.81,53.95,6233.58,461.75,251.25,0.6,-31.17,5.32,11.3,4.49,10.54,1961.78,1939.62,184.52,36.11,3901.43,50.88,2.65,8.95,3517.0,2767.48,975.6,1124.4,1278.0,30930.6,30.28,2.47,147.06,,,,,53.0,54.0,47.2,51.1,47.4,43.1,2023-10-12,81.4,36.2,2023-10-12,63.2,22.8,3.68,168.7,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,6
2023-12-20,High School,<65,80-85,35.44,4648.13,4082.11,51.84,4108.52,531.5,276.0,0.49,-31.85,1.46,4.55,2.93,11.88,1862.96,1804.27,324.64,33.09,4050.72,51.45,-9.01,9.14,3216.48,2441.17,1626.21,1871.86,2019.87,25565.92,26.85,2.0,105.49,,,,,57.0,52.0,38.0,51.2,35.9,48.6,2023-12-18,82.1,40.3,2023-12-18,61.7,17.3,3.16,173.23,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,7
2024-07-02,High School,,80-85,41.59,4616.46,4467.51,54.12,5597.87,549.33,288.33,0.6,-42.45,-2.13,-2.09,5.38,11.37,2163.73,2164.36,207.74,37.49,4445.49,53.85,10.75,12.53,3774.8,2966.73,1349.1,1636.8,2003.1,38456.73,27.19,2.26,126.09,1333.59,825.94,15.05,9.61,60.0,61.0,,45.7,,59.4,2024-07-02,84.8,33.7,,,,3.66,181.61,66baa6e2-0f96-4fd7-8f35-1b7840064820,ATHLETE_0551,8
2022-08-20,High School,<65,,40.58,5890.84,4718.9,58.18,7758.88,420.75,262.25,0.59,-34.79,4.64,15.16,0.21,-2.04,2048.54,2069.63,24.05,32.71,3909.06,48.19,-7.43,-4.95,2834.1,2040.25,1216.1,1613.9,2006.8,63400.32,24.49,2.38,127.38,,,,,54.0,51.0,30.8,37.0,40.7,40.2,,,,2022-08-19,60.4,24.8,2.57,178.44,c60a0ed6-f409-4bf9-ae60-f92383238e6c,ATHLETE_0552,1
2022-12-29,High School,65-70,,41.83,7217.2,5114.42,60.63,10610.57,402.67,260.0,0.67,-34.42,6.36,4.75,3.11,12.95,2178.88,2476.66,-10.9,29.66,4298.16,50.95,7.0,8.41,,,,,,11844.77,19.22,2.18,114.16,,,,,66.0,47.0,42.4,36.1,44.8,56.7,,,,2022-12-28,66.2,20.8,,185.59,c60a0ed6-f409-4bf9-ae60-f92383238e6c,ATHLETE_0552,2
2023-03-07,High School,65-70,,39.24,7695.4,4918.92,57.52,8059.19,367.75,245.25,0.64,-30.86,6.4,8.69,-3.89,4.91,2166.42,2375.33,-2.04,35.81,4252.91,49.73,-2.91,-2.04,3417.8,2578.84,1840.0,2100.9,2312.9,30733.13,27.89,2.24,130.69,,,,,63.0,57.0,28.8,32.2,38.3,56.1,,,,2023-03-06,66.4,29.1,3.07,188.14,c60a0ed6-f409-4bf9-ae60-f92383238e6c,ATHLETE_0552,3
